year,strategy,strategy_recommended_mix,strategy_medium_aggressive,strategy_aggressive,benchmark_100_equity,benchmark_80_20,benchmark_60_40
1954-12-31,0.194132156913158,0.194132156913158,0.194132156913158,0.194132156913158,0.23582511260770667,0.18422415445215656,0.13469531002098534
1955-12-31,0.28798988757161426,0.3434918726765017,0.36780269677426025,0.49161103378005366,0.34953178794181117,0.270679492120514,0.1961720118363759
1956-12-31,0.05880806621192769,0.06746859445905051,0.07115124783806714,0.09001999208868394,0.06312078059632875,0.047833388797499765,0.03260004503430336
1957-12-31,-0.076181456263401,-0.07672389222228304,-0.07699941592876536,-0.07858403147928417,-0.09658892015027853,-0.06606422462330841,-0.03475060332881885
1958-12-31,0.3097816084760914,0.3374888493147614,0.34948815783517095,0.4099892849305984,0.37779324081714494,0.289274756591571,0.20625522790104012
1959-12-31,0.1126147648952791,0.11453352153994167,0.11534862642868426,0.11868106442480175,0.13915393154712286,0.10668797653538964,0.07502751471736757
1960-12-31,0.020295293031818762,0.020295293031818762,0.020295293031818762,0.020295293031818762,-0.00434891890897815,0.01709919289151185,0.03887776301191326
1961-12-31,0.2458418088339609,0.29906321127945734,0.3224115122079423,0.442367012802098,0.30095023925172604,0.2402728665985865,0.1823000138862121
1962-12-31,-0.08302111711690907,-0.06694240110538285,-0.060040405588940304,-0.021289072836951695,-0.09720914349619303,-0.06791693324709513,-0.03793941514587562
1963-12-31,0.1990654679308168,0.24709927654218267,0.26816513336244197,0.3785345689213584,0.22189218666955046,0.1783360704243191,0.1362511576344667
1964-12-31,0.15210970690688597,0.23960566183089504,0.27894566016525335,0.49573202020740315,0.1657651545642187,0.1394915966714767,0.11376542955866453
1965-12-31,0.1129163526019632,0.1505803941733843,0.16702245910706015,0.2467964405485359,0.12542336261429865,0.10177655132519803,0.07855792086555491
1966-12-31,-0.0700176704361073,-0.07202901651916827,-0.07292354572634208,-0.08279295008930576,-0.08333848931252885,-0.05766581631340528,-0.03149496981906774
1967-12-31,0.15187626739805582,0.22559212354426506,0.2584887238439946,0.41838144315438375,0.20939603295899478,0.15887705577653288,0.11035418383332285
1968-12-31,0.11078915478993134,0.10747470717580265,0.10605454135682613,0.10070422810866897,0.15201453994606884,0.12484102311333745,0.09809741664076288
1969-12-31,-0.10829503688083242,-0.1054332814570218,-0.1042093902800989,-0.1042093902800989,-0.11670507993815304,-0.10352241095405368,-0.09030610440691011
1970-12-31,0.1321413888387517,0.1321413888387517,0.1321413888387517,0.1321413888387517,0.0268723079383959,0.05654170171608763,0.08654878846615488
1971-12-31,0.12210040571892589,0.12210040571892589,0.12210040571892589,0.12210040571892589,0.1365304757429635,0.13198470958267672,0.12714654977882844
1972-12-31,0.14033942157492696,0.2178040038275335,0.2523150884150642,0.3710240561125804,0.21878133629655516,0.1776550703087545,0.13780332954921315
1973-12-31,-0.13771866483679585,-0.13771866483679585,-0.13771866483679585,-0.13771866483679585,-0.1685841820188566,-0.13135874387869362,-0.09263793604914161
1974-12-31,-0.13033165900485333,-0.13464818776739063,-0.1365002231808754,-0.1365002231808754,-0.26095442362545507,-0.2076154764669803,-0.15085940872591264
1975-12-31,0.11367054522069764,0.12174311990443543,0.12521283453476006,0.12521283453476006,0.3804279909193704,0.3089969368409058,0.24073064184507476
1976-12-31,0.19335478119424532,0.19335478119424532,0.19335478119424532,0.19335478119424532,0.22519213217310652,0.21082877230909136,0.19641774923914634
1977-12-31,-0.05974612080244579,-0.056211128585646586,-0.05469327860905393,-0.05469327860905393,-0.06305244416709943,-0.04959264300720789,-0.03602219923876793
1978-12-31,0.06548131660810563,0.07342896111943609,0.07684694944209536,0.07684694944209536,0.07820935072149449,0.059798060683409204,0.04150686908799739
1979-12-31,0.13386889467729834,0.13528306200833118,0.13588838091266808,0.13588838091266808,0.18159969683516342,0.14410381902485025,0.1075256187303637
1980-12-31,0.0807451771939307,0.07992314463822492,0.0795702655765711,0.0795702655765711,0.30228952115960595,0.23177065520495388,0.16300629486633755
1981-12-31,0.04565715332604192,0.049719754539422345,0.05146258539118809,0.05146258539118809,-0.024992234436276073,-0.017787610280178723,-0.01183497538278755
1982-12-31,0.32895263441667444,0.3429229232841746,0.3489162097246785,0.3489162097246785,0.19204591520950398,0.24284038119281504,0.2943247855588682
1983-12-31,0.09525529799991594,0.19529830727862785,0.2403407745725923,0.2996371264236286,0.23170662118133878,0.18348516788493696,0.13659508322802316
1984-12-31,0.11854618444076914,0.11005728296325357,0.10641013025584112,0.09339716679093812,0.047218546612524115,0.06899648967697458,0.090677748940869
1985-12-31,0.3832191960610125,0.4575217592879721,0.489128556319554,0.9341443655253547,0.3135770432222793,0.3151267310257859,0.31608173613981116
1986-12-31,0.3001252709187734,0.33619711230486327,0.3516346975065492,0.4046668017770165,0.2411923583224478,0.23942132396134186,0.23727200358345368
1987-12-31,-0.02000550719943006,0.1400114708951019,0.2155601873801558,0.5394059488459402,-0.001050465923245203,-0.007707156330463483,-0.015479753096214077
1988-12-31,0.190618383793844,0.21972296587000884,0.23228681121464523,0.3069510970323004,0.18795832689502712,0.1631762682613196,0.13866868062429183
1989-12-31,0.3139605495560791,0.3139605495560791,0.3139605495560791,0.3139605495560791,0.3021080243420535,0.2777928753717591,0.25369216290795205
